,kanda_name,sarga,verse_ref,shloka,translation
5601,Ayodhya,104,२-१०४-१४,"रामेणेङ्गुदिपिण्याकं पित्तुर्दत्तं समीक्ष्य मे |
कथं दुःखेन हृदयम् न स्पोटति सहस्रधा","""Seeing this offering, a cake of Ingudi pulp, of Rama to his father, why does my
heart not break into a thousand pieces with anguish?"""
5602,Ayodhya,104,२-१०४-१५,"श्रुतिस्तु खल्वियं सत्य लौकिकी प्रतिभाति मा |
यदन्नः पुरुषो भवति तदन्नास्तस्य देवताः","""It indeed occurs to me that the saying among men that the food eaten by man is also
consumed by his Gods is true."""
5603,Ayodhya,104,२-१०४-१६,"एवमार्तां सपत्न्यस्ता जग्मुराश्वास्य तां तदा |
ददृशुश्चश्रमे रामं स्वर्गच्युतमिवामरम्","Consoling Kausalya thus afflicted by grief, Kausalya's companions then proceeded
further and saw Rama in his hermitage, who resembled an Immortal driven out of Paradise."
5604,Ayodhya,104,२-१०४-१७,"सर्वभोगैः परित्यक्तं रामं सम्प्रेक्ष्य मातरः |
आर्त मुमुचुरश्रुणि सस्वरं शोककर्शताः","Beholding Rama bereft of all enjoyments, his mothers agonized as they were with
grief, emitted cries and allowed tears to flow."
5605,Ayodhya,104,२-१०४-१८,"तासां रामः समुत्थाय जग्रह चरणान् शुभान् |
मातृइणां मनुजव्याघ्रः सर्वासां सत्यसंगरः","Rama, the tiger among men, true to his promise raised up and took hold of the
auspicious feet of all his mothers."
5606,Ayodhya,104,२-१०४-१९,"ताह् पाणिभिः सुखस्सर्शैद्वङ्गुलितलैश्शुभैः |
प्रममार्जू रजः पृष्ठाद्रामस्यायतलोचनाः","Those large-eyed Queens, by means of their pleasantly touching soft fingers and
palms as well as charming hands, wiped the dust from Rama's back."
5607,Ayodhya,104,२-१०४-२०,"सौमित्रिरपि ताः सर्वा मातृईः सम्प्रेक्ष्य दुःखितः |
आभ्यावादयदासक्तं शनैरामादनन्तरम्","Seeing all those mothers, the wailing Lakshmana too slowly paid obeisance devotedly
to them all by bowing to each in turn, immediately after Rama."
5608,Ayodhya,104,२-१०४-२१,"यथा रामे तथा तस्मिन् सर्वा ववृतिरे स्त्रियः |
वृत्तिम् दशरथाज्जाते लक्ष्मणे शुभलक्षणे","All Dasaratha's wives manifested the same affection towards Lakshmana, who was born
of Dasaratha and exceedingly handsome, as they did to Rama."
5609,Ayodhya,104,२-१०४-२२,"सीतापि चरणांस्तसामुपसम्गृह्य दुः खिता |
श्वश्रूणामश्रुपूर्णाक्षि सा बभूवाग्रतः स्थिता","Then, the grief-stricken Seetha, her eyes filed with tears, also touched the feet of
her mothers-in-laws and stood before them."
5610,Ayodhya,104,२-१०४-२३,"तां परिष्वज्य दुःखार्तां माता दुहितरम् यथा |
वनवासकृशां दीनां कौसल्या वाक्यमब्रवीत्","Kausalya embraced the miserable Seetha as a mother her daughter, she who was
emaciated because of her stay in the forest and afflicted with grief, and spoke the following
words:"
5611,Ayodhya,104,२-१०४-२४,"विदेहराजस्य सुता स्नुषा दशरथस्य च |
रामपत्नी कथं दुःखं सम्प्राप्ता निर्जने वने","""How has the daughter of King Janaka, the daughter-in-law of King Dasaratha and
Rama's wife, fallen into such a wretched plight that she is living in a desolate forest?"""
5612,Ayodhya,104,२-१०४-२५,"पद्ममातपसन्तप्तं परिक्लिष्टमिवोत्पलम् |
काञ्चनं रजसा ध्वस्तम् क्स्लिष्टं चन्द्रमिवाम्बुदैः","""O, Seetha! Seeing your face, like a lotus withered with heart or a faded lily or
gold defiled with dust or a moon hidden by the clouds, the fire of grief produced by the firewood
of adversity and existing in my mind burns me severely."""
5613,Ayodhya,104,२-१०४-२७,"ब्रुवन्त्यमेवमार्तायां जनन्यां भरताग्रजः |
पादावासाद्य जग्राह वसिष्टस्य च राघवः","While the sorrowful mother was speaking thus, Rama the elder brother of Bharata
approached Vasishta and took hold of his feet in salutation."
5614,Ayodhya,104,२-१०४-२८,"पुरोहितस्यग्नि समस्य वै तदा |
बृहस्पतेरिन्द्रमिवामराधिपः |
प्रगृह्य पादौ सुसमृद्धतेजसः |
सहैव तेनोपनिवेश राघवः","Then, Rama holding the feet of that priest, who was equal of Agni the fire and
endowed with very great splendour, even as Indra the Lord of celestials would clasp the feet of
Brihaspati, sat down by his side."
5615,Ayodhya,104,२-१०४-२९,"ततो जघन्यं सहितैः समन्त्रिभिः |
पुरप्रधानैश्च सहैव सैनिकैः |
जनेन धर्मज्ञतमेन धर्मवा |
नुपोपविष्टो भरतस्तदाग्रजम्","Then, after Rama and Vasishta sat, Bharata the pious man along with his counsellors,
the leading citizens, warriors and virtuous people seated himself at a lowel level at a proximity
to Rama."
5616,Ayodhya,104,२-१०४-३०,"उपोपविष्टस्तु तदा स वीर्यवां |
स्तपस्विवेषेण समीक्ष्य राघवम् |
श्रिया ज्वलन्तं भरतः कृताञ्जलि |
र्यथा महेन्द्रः प्रयतः प्रजापतिम्","Seeing Rama in the garb of an ascetic, radiant in majesty, the extremely powerful
Bharata, paying obeisance to him with joined palms, then took his place in his presence, as the
devoted Indra the Lord of celestials sits before Brahma the Lord of creation."
5617,Ayodhya,104,२-१०४-३१,"किमेष वाक्यम् भरतो.द्य राघवं |
प्रणम्य स्त्कृत्य च साधु वक्ष्यति |
इतीव तस्यार्यजनस्य तत्त्वतो |
बभूव कौतूहलमुत्तमम् तदा","A highest curiosity arose in the minds of those worthy men (assembled there) as to
what persuasive words Bharata at that moment would utter, while addressing Rama, having offered
salutation and homage to him."
5618,Ayodhya,104,२-१०४-३२,"स राघवः सत्यधृतिश्च लक्ष्मणो |
महानुभावो भरतश्च धार्मिकः |
वृताः सुहृद्भिश्च विरेजुरध्वरे |
यथा सद्स्यः सहितास्त्रयोऽग्नयः","That Rama endowed with truth and forbearance with Lakshmana who was bestowed with
magnanimity and the pious Bharata, surrounded by his companions, were as resplendent as the three
sacrificial Fires (known by the names of Garhapatya, Ahavamiya and Dakshina), accompanied by the
superintending priests."
5619,Ayodhya,105,२-१०५-१,"ततः पुरुष सिम्हानाम् वृतानाम् तैः सुहृद् गणैः |
शोचताम् एव रजनी दुह्खेन व्यत्यवर्तत","While those lions among men amidst a host of friends were lamenting, that night
elapsed with a much difficulty."
5620,Ayodhya,105,२-१०५-२,"रजन्याम् सुप्रभातायाम् भ्रातरः ते सुहृद् वृताः |
मन्दाकिन्याम् हुतम् जप्यम् कृत्वा रामम् उपागमन्","When the beautiful dawn broke, Rama's brothers along with their companions, having
made their offerings and recited their prayers on the banks of River Madakini, approached Rama."
5621,Ayodhya,105,२-१०५-३,"तूष्णीम् ते समुपासीना न कश्चित् किंचिद् अब्रवीत् |
भरतः तु सुहृन् मध्ये राम वचनम् अब्रवीत्","Sitting in silence, no one uttered a word. Bharata, on his part, amidst his
companions, addressed Rama as follows:"
5622,Ayodhya,105,२-१०५-४,"सान्त्विता मामिका माता दत्तम् राज्यम् इदम् मम |
तद् ददामि तव एव अहम् भुन्क्ष्व राज्यम् अकण्टकम्","""My mother has been consoled (by you) by giving this kingdom to me. I am giving back
that kingdom to you. Enjoy it without hindrance!"""
5623,Ayodhya,105,२-१०५-५,"महता इव अम्बु वेगेन भिन्नः सेतुर् जल आगमे |
दुरावारम् त्वद् अन्येन राज्य खण्डम् इदम् महत्","""As a dam breached by a great on-rush of water during a rainy season cannot be
repaired so easily, this great continent cannot be defended by any one other than you."""
5624,Ayodhya,105,२-१०५-६,"गतिम् खर इव अश्वस्य तार्क्ष्यस्य इव पतत्रिणः |
अनुगन्तुम् न शक्तिर् मे गतिम् तव मही पते","""As a donkey cannot emulate the tempo of a horse, or an ordinary bird the movement
of Garuda (a kind of falcon), neither can I follow in your footsteps, O, Lord of the world!"""
5625,Ayodhya,105,२-१०५-७,"सुजीवम् नित्यशः तस्य यः परैर् उपजीव्यते |
राम तेन तु दुर्जीवम् यः परान् उपजीवति","""O, Rama! Know his life to be blessed forever, on whom others depend Life is,
however, difficult for him who depends on others for this life."""
5626,Ayodhya,105,२-१०५-८,"यथा तु रोपितो वृक्षः पुरुषेण विवर्धितः |
ह्रस्वकेन दुरारोहो रूढ स्कन्धो महा द्रुमः","""As a tree planted by a man may grow and with its great branches and immense trunk,
become inaccessible to a dwarf, yet though it may come to flowering, does not bear fruit, it yeilds
no pleasure for him. O, mighty armed! You ought to understand the import of theis simile and being
the distinguished Lord of all, may you guide us, your sevants!"""
5627,Ayodhya,105,२-१०५-११,"श्रेणयः त्वाम् महा राज पश्यन्तु अग्र्याः च सर्वशः |
प्रतपन्तम् इव आदित्यम् राज्ये स्थितम् अरिम् दमम्","""O, emperor, the conqueror of foes! May all behold you, shining resplendent on all
sides like the sun, seated on the throne!"""
5628,Ayodhya,105,२-१०५-१२,"तव अनुयाने काकुत्ष्थ मत्ता नर्दन्तु कुञ्जराः |
अन्तः पुर गता नार्यो नन्दन्तु सुसमाहिताः","""O, Rama! May the elephants, intoxicated with ichor be heard trumpeting on the
highway, when you do return and the women of the inner apartments rejoice, all happily joined
together."""
5629,Ayodhya,105,२-१०५-१३,"तस्य साधु इत्य् अमन्यन्त नागरा विविधा जनाः |
भरतस्य वचः श्रुत्वा रामम् प्रत्यनुयाचतः","Hearing the words of Bharata, who was thus appealing to Rama, the various people of
the city in approbation, said ""Excellent! Well said!"""
5630,Ayodhya,105,२-१०५-१४,"तम् एवम् दुह्खितम् प्रेक्ष्य विलपन्तम् यशस्विनम् |
रामः कृत आत्मा भरतम् समाश्वासयद् आत्मवान्","On seeing the illustrious and sorrowful Bharata thus lamenting, the prudent and
self-conposed Rama began to console him as follows:"
5631,Ayodhya,105,२-१०५-१५,"न आत्मनः काम कारो अस्ति पुरुषो अयम् अनीश्वरः |
इतः च इतरतः च एनम् कृत अन्तः परिकर्षति","""Man is not able to do what he wills. He is not the Master A fixed form or name
drives him hither and thither."""
5632,Ayodhya,105,२-१०५-१६,"सर्वे क्षय अन्ता निचयाः पतन अन्ताः समुग्च्छ्रयाः |
सम्योगा विप्रयोग अन्ता मरण अन्तम् च जीवितम्","""All that is piled up, is finally disbursed. What rises, ends in a fall. Unio ends
in separation. Life ends in death."""
5633,Ayodhya,105,२-१०५-१७,"यथा फलानम् पक्वानाम् न अन्यत्र पतनाद् भयम् |
एवम् नरस्य जातस्य न अन्यत्र मरणाद् भयम्","""How a ripe fruit does not fear for anything other than its falling, so also a man
once born, does not fear for anything other than his death."""
5634,Ayodhya,105,२-१०५-१८,"यथा अगारम् दृढ स्थूणम् जीर्णम् भूत्वा अवसीदति |
तथा अवसीदन्ति नरा जरा मृत्यु वशम् गताः","""As a house that is solidly contructed ultimately falls into decay, human being too
is subject to age and death."""
5635,Ayodhya,105,२-१०५-१९,"अत्येति रजनी या तु सा न प्रतिनिवर्तते |
यात्येव यमुना पूर्णा समुद्रमुदकाकुलम्","""The night that has passed, does not return and the buntiful River Yamuna just
marches on towards the all-sufficient abounding in water."""
5636,Ayodhya,105,२-१०५-२०,"अहो रात्राणि गग्च्छन्ति सर्वेषाम् प्राणिनाम् इह |
आयूम्षि क्षपयन्त्य् आशु ग्रीष्मे जलम् इव अंशवः","""The pasing days and nights in this world quickly decrease the life-span of all
living being as in the summer, the rays of the sun dry up the water (in a pool)."""
5637,Ayodhya,105,२-१०५-२१,"आत्मानम् अनुशोच त्वम् किम् अन्यम् अनुशोचसि |
आयुः ते हीयते यस्य स्थितस्य च गतस्य च","""You grieve for yourself. Why do you grieve for another? Even while you stay at
home, or departed to another place, your life-span gets shortened."""
5638,Ayodhya,105,२-१०५-२२,"सह एव मृत्युर् व्रजति सह मृत्युर् निषीदति |
गत्वा सुदीर्घम् अध्वानम् सह मृत्युर् निवर्तते","""Death walks just with us (as we walk) and sits with us (as we sit). Having
travelled a very long distance (with us), death returns along with us (as we return)."""
5639,Ayodhya,105,२-१०५-२३,"गात्रेषु वलयः प्राप्ताः श्वेताः चैव शिरो रुहाः |
जरया पुरुषो जीर्णः किम् हि कृत्वा प्रभावयेत्","""When folds have appeared on limbs and hair have turned grey; on what expedient can
a man having got decayed with age, come back to the original splendour?"""
5640,Ayodhya,105,२-१०५-२४,"नन्दन्त्य् उदित आदित्ये नन्दन्त्य् अस्तम् इते रवौ |
आत्मनो न अवबुध्यन्ते मनुष्या जीवित क्षयम्","""People are deligted when the sun has risen and also when the day ends. But they are
not able to perceive the waning in their life-span."""
5641,Ayodhya,105,२-१०५-२५,"हृष्यन्त्य् ऋतु मुखम् दृष्ट्वा नवम् नवम् इह आगतम् |
ऋतूनाम् परिवर्तेन प्राणिनाम् प्राण सम्क्षयः","""Seeing the onset of season, people rejoice, as though it has come something newly.
But the succession of the seasons devours the life of being."""
5642,Ayodhya,105,२-१०५-२६,"यथा काष्ठम् च काष्ठम् च समेयाताम् महा अर्णवे |
समेत्य च व्यपेयाताम् कालम् आसाद्य कंचन","""As pieces of drift-wood floating on the ocean coe toghether for a span, so wives,
children, kinsmen wealth and property come together for a while and part with us. Their parting in
deed inevitable."""
5643,Ayodhya,105,२-१०५-२८,"न अत्र कश्चिद् यथा भावम् प्राणी समभिवर्तते |
तेन तस्मिन् न सामर्थ्यम् प्रेतस्य अस्त्य् अनुशोचतः","""Here, no being can escape its destiny ( in the form of birth and death). For that
reason, the power to avert his own death does not ingrain in a man mourning for a dead person."""
5644,Ayodhya,105,२-१०५-२९,"यथा हि सार्थम् गग्च्छन्तम् ब्रूयात् कश्चित् पथि स्थितः |
अहम् अप्य् आगमिष्यामि पृष्ठतो भवताम् इति","""As a caravan is passing on a road, one stationed at the way-side says, I too will
come behind you. In the same manner, we should inevitably follow the path taken by fathers and fire
fathers. Why a man who obtained that path, for which there is no return, distress himself."
5645,Ayodhya,105,२-१०५-३१,"वयसः पतमानस्य स्रोतसो वा अनिवर्तिनः |
आत्मा सुखे नियोक्तव्यः सुख भाजः प्रजाः स्मृताः","""While the age reshes on, without any return like a flowing river, one's self should
be emplyoed in a pursuit leading to blessedness. It is said that beings are meant to be happy?"""
5646,Ayodhya,105,२-१०५-३२,"धर्म आत्मा स शुभैः कृत्स्नैः क्रतुभिः च आप्त दक्षिणैः |
धूत पापो गतः स्वर्गम् पिता नः पृथिवी पतिः","""The king Dasaratha, our pious minded father performed almost all auspicious
sacrifices and paid plentiful sacrificial fees (to the officitaing preists and Brahmins) and went
to heaven."""
5647,Ayodhya,105,२-१०५-३३,"भृत्यानाम् भरणात् सम्यक् प्रजानाम् परिपालनात् |
अर्थ आदानाच् च धार्मेण पिता नः त्रिदिवम् गतः","""Our father reached heaven because he maintained his servants properly, protected
his subjects and realised the taxes in the manner prescribed by scriptures from them."""
5648,Ayodhya,105,२-१०५-३४,"कर्मभिस्तु शुभैरिष्टैः क्रतुभिश्चाव्तदक्षिणः |
स्वर्गं दशरथः प्राप्तः पिता नः पृथिवीपतिः","""Our father, the king Dasaratha obtained heaven because of his auspicious acts and
perfoming sacrifices involving heavy sacrificial fees."""
5649,Ayodhya,105,२-१०५-३५,"इष्ट्वा बहुविधैर् यज्नैर् भोगामः च अवाप्य पुष्कलान् |
उत्तमम् च आयुर् आसाद्य स्वर् गतः पृथिवी पतिः","""Having perfomed many types of sacrifices, enjoying worldly pleasure abundantly and
having obtained a long and virtuous life, king Dasaratha reached heaven."""
5650,Ayodhya,105,२-१०५-३६,"आयुरुत्तममासाद्य भोगानपि च राघवः |
स न शोच्यः पिता तात स्वर्गतः सत्कृतः सताम्","""O, dear brother! King Dasaratha, our father who was treated with respect by all
virtuous men and who secured excellent life-span and enjoyments, is not to be pitied."""
5651,Ayodhya,105,२-१०५-३७,"स जीर्णम् मानुषम् देहम् परित्यज्य पिता हि नः |
दैवीम् ऋद्धिम् अनुप्राप्तो ब्रह्म लोक विहारिणीम्","""King Dasaratha, our father, having abandoned his worn-out human body, indeed has
attained the celstial state, by which he can stroll in the realm of Brahma (the highest
heaven)."
5652,Ayodhya,105,२-१०५-३८,"तम् तु न एवम् विधः कश्चित् प्राज्नः शोचितुम् अर्हति |
त्वद् विधो यद् विधः च अपि श्रुतवान् बुद्धिमत्तरः","""No wise, learned and exceptionally clever man, would weep in such a manner, such as
I and you, about the emperor."
5653,Ayodhya,105,२-१०५-३९,"एते बहु विधाः शोका विलाप रुदिते तथा |
वर्जनीया हि धीरेण सर्व अवस्थासु धीमता","""The wise, who are steadfast, should indeed relinquish these sorrows, lamentatious,
weepings and such other states of misery."""
5654,Ayodhya,105,२-१०५-४०,"स स्वस्थो भव मा शोचो यात्वा च आवस ताम् पुरीम् |
तथा पित्रा नियुक्तो असि वशिना वदतामु वर","""Be composed, O Most eloquent of orators! Control your grief, return to the City of
Ayodhya in order to obey the command of our father, the subduer of his senses."""
5655,Ayodhya,105,२-१०५-४१,"यत्र अहम् अपि तेन एव नियुक्तः पुण्य कर्मणा |
तत्र एव अहम् करिष्यामि पितुर् आर्यस्य शासनम्","""I also will fulfil the command of our father, the venrable man in that very place,
whre I have been ordered to stay by that king Dasaratha of virtuous deeds."""
5656,Ayodhya,105,२-१०५-४२,"न मया शासनम् तस्य त्यक्तुम् न्याय्यम् अरिम् दम |
तत् त्वया अपि सदा मान्यम् स वै बन्धुः स नः पिता","""O Bharata the Vanquisher of Foes! It is not justifiable for me to violate the
command of our father. You also must honour it to the end, for it comes from our father, out own
blood."""
5657,Ayodhya,105,२-१०५-४३,"तद्वचः पितुरेवाहं सम्मतम् धर्मचारिणः |
कर्मणा पालयिष्यामि वनवासेन राघव","""O, Bharata! Hence, I shall conform to the honourable word of our father, the
practiser of virtue, by my act of dwelling in the forest."""
5658,Ayodhya,105,,"धार्मिकेणानृशंसेन नरेण गुरुवर्तिना |
भवितव्यं नरव्याघ्रम् परलोकं जिगीषता २-१०५-४४","O, Tigher among men! Thus should a pious man act, who seeks to harm none, who is
obedient to his elders and who aspires to conquer the higher world."""
5659,Ayodhya,105,,"आत्मानमनुतिष्ठ त्वं स्वभावेन नरर्षभ |
निशाम्य तु शुभं वृत्तं पितुर्दशरथस्य नः २-१०५-४५","""O, excellent among men! perceiving the virutous conduct of our father, the King
Dasaratha, act in conformity to your own nature."""
5660,Ayodhya,105,२-१०५-४६,"इत्येवमुक्त्वा वचनम् महात्मा|
पितुर्निदेशप्रतिपालनार्थम् |
युवीयसम् भ्रातरमर्थवच्च |
प्रभुर्मुहूर्ताद्विरराम रामः","Having uttered in about an hour, these meaningful words in this manner to his
younger brother on the need of abedience to his father's will, the magnamous and the mighty Rama
became silent."
5661,Ayodhya,106,२-१०६-१,"एवम् उक्त्वा तु विरते रामे वचनम् अर्थवत् |
ततो मन्दाकिनीतीरे रामम् प्रकृतिवत्सलम्","When Rama thus kept silent after uttering those meaningful words as aforesaid, the
pious Bharata for his part addressed to virtuous Rama who was fond of people conformable to justice
at the banks of that River Mandakini."
5662,Ayodhya,106,२-१०६-२,को हि स्याद् ईदृशो लोके यादृशः त्वम् अरिम् दम,"""Who, in this world, is endowed with such qualities like you, O annihilator of
enemies! Neither does sorrow disturb you nor does joy enrapture you. You are highly honoured by
elders and you clarify your doubts from them."
5663,Ayodhya,106,२-१०६-४,"यथा मृतः तथा जीवन् यथा असति तथा सति |
यस्य एष बुध्दि लाभः स्यात् परितप्येत केन सः","""By what should he be moved, who looks on life and death, misfortune or prosperity
with an equal eye?"""
5664,Ayodhya,106,२-१०६-५,"परावरज्ञो यश्च स्यात् यथा त्वं मनुजाधिप |
स एवम् व्यसनम् प्राप्य न विषीदितुम् अर्हति","""O, King! He who knows the totality of time as you do, ought not to feel despondent
even on meeting with adversity."""
5665,Ayodhya,106,२-१०६-६,"अमर उपम सत्त्वः त्वम् महात्मा सत्य सम्गरः |
सर्वज्नः सर्व दर्शी च बुद्धिमामः च असि राघव","""O, the magnanimous Rama! you are equally strong as celestials. You are true to your
promise, all-knowing, all-viewing and endowed with understanding."""
5666,Ayodhya,106,२-१०६-७,"न त्वाम् एवम् गुणैर् युक्तम् प्रभव अभव कोविदम् |
अविषह्यतमम् दुह्खम् आसादयितुम् अर्हति","""Even the most fearful calamity ought not to attack you, endowed as you are, with
such attributes; and recognising the birth and end of all beings."""
5667,Ayodhya,106,२-१०६-८,"प्रोषिते मयि यत् पापम् मात्रा मत् कारणात् कृतम् |
क्षुद्रया तद् अनिष्टम् मे प्रसीदतु भवान् मम","""The sinful deed, committed by my mean mother for my sake during my absence, was not
to my liking. (Hence) be gracious to me."""
5668,Ayodhya,106,२-१०६-९,"धर्म बन्धेन बद्धो अस्मि तेन इमाम् न इह मातरम् |
हन्मि तीव्रेण दण्डेन दण्ड अर्हाम् पाप कारिणीम्","""I am bound by the chanins of morality. For that reason, I do not kill iwth a severe
punishment, my mother who was of perverse conduct and worthy of retribution."""
5669,Ayodhya,106,२-१०६-१०,"कथम् दशरथाज् जातः शुद्ध अभिजन कर्मणः |
जानन् धर्मम् अधर्मिष्ठम् कुर्याम् कर्म जुगुप्सितम्","""How can I, born of Dasaratha of noble birth and deeds and conversant of right and
wrong, do the most wicked and horrible act?"""
5670,Ayodhya,106,२-१०६-११,"गुरुः क्रियावान् वृद्धः च राजा प्रेतः पिता इति च |
तातम् न परिगर्हेयम् दैवतम् च इति संसदि","""The King Dasaratha was my preceptor, had several sacrificial performances to his
credit was aged, was my father, equal to a deity and is now dead. Hence, I cannot reproach him in
an open assembly."""
5671,Ayodhya,106,२-१०६-१२,"को हि धर्म अर्थयोर् हीनम् ईदृशम् कर्म किल्बिषम् |
स्त्रियाः प्रिय चिकीर्षुः सन् कुर्याद् धर्मज्न धर्मवित्","""O Rama the knower of piety! What man who knows the principles of righteousness,
would commit such an improper act, bereft of one's interest and duty, in order just to please a
woman?"""
5672,Ayodhya,106,२-१०६-१३,"अन्त काले हि भूतानि मुह्यन्ति इति पुरा श्रुतिः |
राज्ना एवम् कुर्वता लोके प्रत्यक्षा सा श्रुतिः कृता","""There is an ancient saying that at the time of death, beings lose their judgment.
The king, acting as he did, has made this saying indeed true in the eyes of the world."""
5673,Ayodhya,106,२-१०६-१४,"साधु अर्थम् अभिसंधाय क्रोधान् मोहाच् च साहसात् |
तातस्य यद् अतिक्रान्तम् प्रत्याहरतु तद् भवान्","""This transgression of righteousness was done by our father for fear of anger (of
kaikeyi) or through infatuation and over-haste. You do keep in view a noble purpose and reverse
that transgression."""
5674,Ayodhya,106,२-१०६-१५,"पितुर् हि समतिक्रान्तम् पुत्रो यः साधु मन्यते |
तद् अपत्यम् मतम् लोके विपरीतम् अतो अन्यथा","""A son who honours only a good deviation (from righteousness) of a father is
accepted as a real son in this world. He who acts otherwise than this would be facing a quite
reverse situation."""
5675,Ayodhya,106,२-१०६-१६,"तद् अपत्यम् भवान् अस्तु मा भवान् दुष्कृतम् पितुः |
अभिपत् तत् कृतम् कर्म लोके धीर विगर्हितम्","""You be that real son. Do not lend yourself to the infamous act, committed by our
father, which in this world, confident men freely condemn."""
5676,Ayodhya,106,२-१०६-१७,"कैकेयीम् माम् च तातम् च सुहृदो बान्धवामः च नः |
पौर जानपदान् सर्वामः त्रातु सर्वम् इदम् भवान्","""Save Kaikeyi and me, our father, our friends, our relatives, all the urbanites and
the villagers as well as the entire kingdom."""
5677,Ayodhya,106,२-१०६-१८,"क्व च अरण्यम् क्व च क्षात्रम् क्व जटाः क्व च पालनम् |
ईदृशम् व्याहतम् कर्म न भवान् कर्तुम् अर्हति","""Where is the forest and where is the princely dignity? Where is the matted hair and
where is the protection of a kingdom? You ought not to do such a contradictory act."""
5678,Ayodhya,106,,"एष हि प्रथमो धर्मः क्षत्रियस्याभिषेचनम् |
येन शक्यम् महाप्राज्ञ् प्रजानां परिपालनम् २-१०६-१९","""O, the highly enlightened hero! The first duty of a warrior is indeed to get
crowned, so that he may then protect his subjects."""
5679,Ayodhya,106,,"कश्च प्रत्यक्षमुत्सृज्य संशयस्थमलक्षणम् |
आयतिस्थं चरेद्धर्मम् क्षत्रबन्धुरनिश्चितम् २-१०६-२०","""Which man of warrior-caste would set aside his manifest duty and prctise a virtue
that gives doubtful result, which does not promise happiness, which has a mental restraint and
which is uncertain?"""
5680,Ayodhya,106,२-१०६-२१,"अथ क्लेशजम् एव त्वम् धर्मम् चरितुम् इग्च्छसि |
धर्मेण चतुरो वर्णान् पालयन् क्लेशम् आप्नुहि","""If you desire to pursue a virtue alone; although born of pain, then take pains
while protecting the four castes as per tradition, by recourse to righteousness."""
5681,Ayodhya,106,२-१०६-२२,"चतुर्णाम् आश्रमाणाम् हि गार्हस्थ्यम् श्रेष्ठम् आश्रमम् |
पाहुर् धर्मज्न धर्मज्नाः तम् कथम् त्यक्तुम् अर्हसि","""O, Rama the knower of righteousness! The knower of what is right indeed tell that
the life of a house-holder is the noblest of all the four* stages of life. How can you abandon
it?"""
5682,Ayodhya,106,२-१०६-२३,"श्रुतेन बालः स्थानेन जन्मना भवतो ह्य् अहम् |
स कथम् पालयिष्यामि भूमिम् भवति तिष्ठति","""I am indeed junior to you in the point of learning, situation and by birth. How
should I rule the earth, while still you are living?"""
5683,Ayodhya,106,२-१०६-२४,"हीन बुद्धि गुणो बालो हीनः स्थानेन च अप्य् अहम् |
भवता च विना भूतो न वर्तयितुम् उत्सहे","""I, a mere child, who am devoted of intelligence and virtues besides placed in an
inferior position, cannot even live without you."""
5684,Ayodhya,106,२-१०६-२५,"इदम् निखिलम् अव्यग्रम् पित्र्यम् राज्यम् अकण्टकम् |
अनुशाधि स्वधर्मेण धर्मज्न सह बान्धवैः","""O, Rama the knower of righteousness! Rule this entire kingdom belonging to your
father, without distraction, without hindrance and as per the conduct prescribed for you along with
your relatives."""
5685,Ayodhya,106,२-१०६-२६,"इह एव त्वा अभिषिन्चन्तु धर्मज्न सह बान्धवैः |
ऋत्विजः सवसिष्ठाः च मन्त्रवन् मन्त्र कोविदाः","""Let all the king's ministers along with Vasishta and other priests well-versed in
sacred formulas, crown you, the knower of sacred texts, here itself."""
5686,Ayodhya,106,२-१०६-२७,"अभिषिक्तः त्वम् अस्माभिर् अयोध्याम् पालने व्रज |
विजित्य तरसा लोकान् मरुद्भिर् इव वासवः","""You, having been crowned thus, may proceed to Ayodhya along with us to rule it,
like Indra the Lord of celestials, having conquered all the worlds with his might, proceeds to his
kingdom along with celestials."""
5687,Ayodhya,106,२-१०६-२८,"ऋणानि त्रीण्य् अपाकुर्वन् दुर्हृदः साधु निर्दहन् |
सुहृदः तर्पयन् कामैः त्वम् एव अत्र अनुशाधि माम्","""You shall discharge the three obligations subdue all the enemies, gratify the
wishes of all your friends and you alone rule me in Ayodhya."""
5688,Ayodhya,106,२-१०६-२९,"अद्य आर्य मुदिताः सन्तु सुहृदः ते अभिषेचने |
अद्य भीताः पालयन्ताम् दुर्हृदः ते दिशो दश","""O, noble brother! May your friends rejoice today at your enthronement. May your
enemies, full of terror, flee today to the ten quarters."""
5689,Ayodhya,106,२-१०६-३०,"आक्रोशम् मम मातुः च प्रमृज्य पुरुष ऋषभ |
अद्य तत्र भवन्तम् च पितरम् रक्ष किल्बिषात्","""O, excellent among men! Wipe off my mother's curse today and protect our venerable
father from his sin."""
5690,Ayodhya,106,२-१०६-३१,"शिरसा त्वा अभियाचे अहम् कुरुष्व करुणाम् मयि |
बान्धवेषु च सर्वेषु भूतेषु इव महा ईश्वरः","""I request you by bowing my head before you. Show compassion on me and on all our
relatives as Lord Shiva ( the Supreme Deity) on all beings."""
5691,Ayodhya,106,२-१०६-३२,"अथ वा पृष्ठतः कृत्वा वनम् एव भवान् इतः |
गमिष्यति गमिष्यामि भवता सार्धम् अप्य् अहम्","""Else if you disregard my entire request and move again into the forest form here, I
too will go along with you."""
